"CubeId";"devkum"
"PublishingDate";"2022-06-01 14:30"

"Date";"D0";"D1";"Value"
"2017-07";"M0";"BRL100";"29.9333"
"2017-07";"M0";"MXN100";"5.3838"
"2017-07";"M0";"ZAR1";"0.0731"
"2017-07";"M0";"JPY100";"0.85384"
"2017-07";"M0";"AUD1";"0.74848"
"2017-07";"M0";"CNY100";"14.19876"
"2017-07";"M0";"HKD100";"12.30242"
"2017-07";"M0";"KRW100";"0.0847"
"2017-07";"M0";"MYR100";"22.3895"
"2017-07";"M0";"NZD1";"0.7061"
"2017-07";"M0";"SGD1";"0.7001"
"2017-07";"M0";"THB100";"2.8464"
"2017-07";"M0";"XDR1";"1.34163"
"2017-07";"M0";"USD3M";"0.955"
"2017-07";"M0";"USD6M";"0.9489"
"2017-08";"M0";"EUR1";"1.1396"
"2017-08";"M0";"GBP1";"1.2513"
"2017-08";"M0";"DKK100";"15.3209"
"2017-08";"M0";"NOK100";"12.2257"
"2017-08";"M0";"CZK100";"4.3639"
"2017-08";"M0";"HUF100";"0.3746"
"2017-08";"M0";"PLN100";"26.7117"
"2017-08";"M0";"RUB1";"0.0162"
"2017-08";"M0";"SEK100";"11.9322"
"2017-08";"M0";"TRY100";"27.4787"
"2017-08";"M0";"USD1";"0.9648"
"2017-08";"M0";"CAD1";"0.7652"
"2017-08";"M0";"ARS1";"5.5348"
"2017-08";"M0";"BRL100";"30.5957"
"2017-08";"M0";"MXN100";"5.4161"
"2017-08";"M0";"ZAR1";"0.0729"
"2017-08";"M0";"JPY100";"0.87818"
"2017-08";"M0";"AUD1";"0.76367"
"2017-08";"M0";"CNY100";"14.46622"
"2017-08";"M0";"HKD100";"12.33549"
"2017-08";"M0";"KRW100";"0.0852"
"2017-08";"M0";"MYR100";"22.5191"
"2017-08";"M0";"NZD1";"0.7048"
"2017-08";"M0";"SGD1";"0.7088"
"2017-08";"M0";"THB100";"2.9003"
"2017-08";"M0";"XDR1";"1.36224"
"2017-08";"M0";"USD3M";"0.9591"
"2017-08";"M0";"USD6M";"0.9529"
"2017-09";"M0";"EUR1";"1.1468"
"2017-09";"M0";"GBP1";"1.2797"
"2017-09";"M0";"DKK100";"15.4152"
"2017-09";"M0";"NOK100";"12.2876"
"2017-09";"M0";"CZK100";"4.397"
"2017-09";"M0";"HUF100";"0.3719"
"2017-09";"M0";"PLN100";"26.8505"
"2017-09";"M0";"RUB1";"0.0167"
"2017-09";"M0";"SEK100";"12.03"
"2017-09";"M0";"TRY100";"27.69762"
"2017-09";"M0";"USD1";"0.9622"
"2017-09";"M0";"CAD1";"0.7829"
"2017-09";"M0";"ARS1";"5.5829"
"2017-09";"M0";"BRL100";"30.7048"
"2017-09";"M0";"MXN100";"5.3952"
"2017-09";"M0";"ZAR1";"0.0732"
"2017-09";"M0";"JPY100";"0.86942"
"2017-09";"M0";"AUD1";"0.76699"
"2017-09";"M0";"CNY100";"14.66752"
"2017-09";"M0";"HKD100";"12.31497"
"2017-09";"M0";"KRW100";"0.0849"
"2017-09";"M0";"MYR100";"22.8286"
"2017-09";"M0";"NZD1";"0.6979"
"2017-09";"M0";"SGD1";"0.7127"
"2017-09";"M0";"THB100";"2.9028"
"2017-09";"M0";"XDR1";"1.36736"
"2017-09";"M0";"USD3M";"0.9565"
"2017-09";"M0";"USD6M";"0.9503"
"2017-10";"M0";"EUR1";"1.1542"
"2017-10";"M0";"GBP1";"1.2958"
"2017-10";"M0";"DKK100";"15.5086"
"2017-10";"M0";"NOK100";"12.2791"
"2017-10";"M0";"CZK100";"4.4774"
"2017-10";"M0";"HUF100";"0.3724"
"2017-10";"M0";"PLN100";"27.0591"
"2017-10";"M0";"RUB1";"0.017"
"2017-10";"M0";"SEK100";"12.0068"
"2017-10";"M0";"TRY100";"26.69818"
"2017-10";"M0";"USD1";"0.9817"
"2017-10";"M0";"CAD1";"0.78"
"2017-10";"M0";"ARS1";"5.6318"
"2017-10";"M0";"BRL100";"30.7727"
"2017-10";"M0";"MXN100";"5.2218"
"2017-10";"M0";"ZAR1";"0.0717"
"2017-10";"M0";"JPY100";"0.86936"
"2017-10";"M0";"AUD1";"0.76435"
"2017-10";"M0";"CNY100";"14.83391"
"2017-10";"M0";"HKD100";"12.57775"
"2017-10";"M0";"KRW100";"0.0866"
"2017-10";"M0";"MYR100";"23.2091"
"2017-10";"M0";"NZD1";"0.6913"
"2017-10";"M0";"SGD1";"0.7217"
"2017-10";"M0";"THB100";"2.9542"
"2017-10";"M0";"XDR1";"1.38425"
"2017-10";"M0";"USD3M";"0.9754"
"2017-10";"M0";"USD6M";"0.9691"
"2017-11";"M0";"EUR1";"1.1643"
"2017-11";"M0";"GBP1";"1.3116"
"2017-11";"M0";"DKK100";"15.6468"
"2017-11";"M0";"NOK100";"12.1209"
"2017-11";"M0";"CZK100";"4.5577"
"2017-11";"M0";"HUF100";"0.3734"
"2017-11";"M0";"PLN100";"27.5364"
"2017-11";"M0";"RUB1";"0.0168"
"2017-11";"M0";"SEK100";"11.8264"
"2017-11";"M0";"TRY100";"25.49182"
"2017-11";"M0";"USD1";"0.9919"
"2017-11";"M0";"CAD1";"0.7769"
"2017-11";"M0";"ARS1";"5.6691"
"2017-11";"M0";"BRL100";"30.3909"
"2017-11";"M0";"MXN100";"5.2377"
"2017-11";"M0";"ZAR1";"0.0704"
"2017-11";"M0";"JPY100";"0.87919"
"2017-11";"M0";"AUD1";"0.7561"
"2017-11";"M0";"CNY100";"14.97659"
"2017-11";"M0";"HKD100";"12.71043"
"2017-11";"M0";"KRW100";"0.09"
"2017-11";"M0";"MYR100";"23.795"
"2017-11";"M0";"NZD1";"0.6832"
"2017-11";"M0";"SGD1";"0.7316"
"2017-11";"M0";"THB100";"3.0144"
"2017-11";"M0";"XDR1";"1.39838"
"2017-11";"M0";"USD3M";"0.985"
"2017-11";"M0";"USD6M";"0.9784"
"2017-12";"M0";"EUR1";"1.169"
"2017-12";"M0";"GBP1";"1.3237"
"2017-12";"M0";"DKK100";"15.6962"
"2017-12";"M0";"NOK100";"11.8662"
"2017-12";"M0";"CZK100";"4.5523"
"2017-12";"M0";"HUF100";"0.3736"
"2017-12";"M0";"PLN100";"27.7971"
"2017-12";"M0";"RUB1";"0.0169"
"2017-12";"M0";"SEK100";"11.7629"
"2017-12";"M0";"TRY100";"25.67524"
"2017-12";"M0";"USD1";"0.9869"
"2017-12";"M0";"CAD1";"0.7726"
"2017-12";"M0";"ARS1";"5.5971"
"2017-12";"M0";"BRL100";"29.9429"
"2017-12";"M0";"MXN100";"5.1543"
"2017-12";"M0";"ZAR1";"0.0753"
"2017-12";"M0";"JPY100";"0.87375"
"2017-12";"M0";"AUD1";"0.75532"
"2017-12";"M0";"CNY100";"14.97162"
"2017-12";"M0";"HKD100";"12.62995"
"2017-12";"M0";"KRW100";"0.091"
"2017-12";"M0";"MYR100";"24.1952"
"2017-12";"M0";"NZD1";"0.688"
"2017-12";"M0";"SGD1";"0.7329"
"2017-12";"M0";"THB100";"3.0227"
"2017-12";"M0";"XDR1";"1.39717"
"2017-12";"M0";"USD3M";"0.9794"
"2017-12";"M0";"USD6M";"0.9723"
"2018-01";"M0";"EUR1";"1.1725"
"2018-01";"M0";"GBP1";"1.3268"
"2018-01";"M0";"DKK100";"15.7459"
"2018-01";"M0";"NOK100";"12.1523"
"2018-01";"M0";"CZK100";"4.6051"
"2018-01";"M0";"HUF100";"0.3795"
"2018-01";"M0";"PLN100";"28.1536"
"2018-01";"M0";"RUB1";"0.017"
"2018-01";"M0";"SEK100";"11.9317"
"2018-01";"M0";"TRY100";"25.47364"
"2018-01";"M0";"USD1";"0.9616"
"2018-01";"M0";"CAD1";"0.7726"
"2018-01";"M0";"ARS1";"5.0659"
"2018-01";"M0";"BRL100";"29.8435"
"2018-01";"M0";"MXN100";"5.0826"
"2018-01";"M0";"ZAR1";"0.0789"
"2018-01";"M0";"JPY100";"0.86685"
"2018-01";"M0";"AUD1";"0.76443"
"2018-01";"M0";"CNY100";"14.92335"
"2018-01";"M0";"HKD100";"12.30219"
"2018-01";"M0";"KRW100";"0.0901"
"2018-01";"M0";"MYR100";"24.3036"
"2018-01";"M0";"NZD1";"0.6978"
"2018-01";"M0";"SGD1";"0.7273"
"2018-01";"M0";"THB100";"3.0139"
"2018-01";"M0";"XDR1";"1.38253"
"2018-01";"M0";"USD3M";"0.9551"
"2018-01";"M0";"USD6M";"0.948"
"2018-02";"M0";"EUR1";"1.1544"
"2018-02";"M0";"GBP1";"1.3068"
"2018-02";"M0";"DKK100";"15.5045"
"2018-02";"M0";"NOK100";"11.9325"
"2018-02";"M0";"CZK100";"4.5593"
"2018-02";"M0";"HUF100";"0.3705"
"2018-02";"M0";"PLN100";"27.708"
"2018-02";"M0";"RUB1";"0.0165"
"2018-02";"M0";"SEK100";"11.6225"
"2018-02";"M0";"TRY100";"24.687"
"2018-02";"M0";"USD1";"0.9341"
"2018-02";"M0";"CAD1";"0.7437"
"2018-02";"M0";"ARS1";"4.713"
"2018-02";"M0";"BRL100";"28.74"
"2018-02";"M0";"MXN100";"5.0135"
"2018-02";"M0";"ZAR1";"0.0791"
"2018-02";"M0";"JPY100";"0.86558"
"2018-02";"M0";"AUD1";"0.73606"
"2018-02";"M0";"CNY100";"14.78685"
"2018-02";"M0";"HKD100";"11.94241"
"2018-02";"M0";"KRW100";"0.0866"
"2018-02";"M0";"MYR100";"23.867"
"2018-02";"M0";"NZD1";"0.6833"
"2018-02";"M0";"SGD1";"0.7081"
"2018-02";"M0";"THB100";"2.967"
"2018-02";"M0";"XDR1";"1.35705"
"2018-02";"M0";"USD3M";"0.9272"
"2018-02";"M0";"USD6M";"0.9198"
"2018-03";"M0";"EUR1";"1.1682"
"2018-03";"M0";"GBP1";"1.3229"
"2018-03";"M0";"DKK100";"15.6818"
"2018-03";"M0";"NOK100";"12.1809"
"2018-03";"M0";"CZK100";"4.5944"
"2018-03";"M0";"HUF100";"0.3742"
"2018-03";"M0";"PLN100";"27.7477"
"2018-03";"M0";"RUB1";"0.0166"
"2018-03";"M0";"SEK100";"11.4909"
"2018-03";"M0";"TRY100";"24.32727"
"2018-03";"M0";"USD1";"0.9471"
"2018-03";"M0";"CAD1";"0.7326"
"2018-03";"M0";"ARS1";"4.6832"
"2018-03";"M0";"BRL100";"28.9"
"2018-03";"M0";"MXN100";"5.0882"
"2018-03";"M0";"ZAR1";"0.0799"
"2018-03";"M0";"JPY100";"0.89338"
"2018-03";"M0";"AUD1";"0.73466"
"2018-03";"M0";"CNY100";"14.99727"
"2018-03";"M0";"HKD100";"12.07861"
"2018-03";"M0";"KRW100";"0.0883"
"2018-03";"M0";"MYR100";"24.2591"
"2018-03";"M0";"NZD1";"0.6871"
"2018-03";"M0";"SGD1";"0.7202"
"2018-03";"M0";"THB100";"3.0281"
"2018-03";"M0";"XDR1";"1.37563"
"2018-03";"M0";"USD3M";"0.9396"
"2018-03";"M0";"USD6M";"0.9318"
"2018-04";"M0";"EUR1";"1.18815"
"2018-04";"M0";"GBP1";"1.36177"
"2018-04";"M0";"DKK100";"15.9527"
"2018-04";"M0";"NOK100";"12.34118"
"2018-04";"M0";"CZK100";"4.68582"
"2018-04";"M0";"HUF100";"0.38124"
"2018-04";"M0";"PLN100";"28.32322"
"2018-04";"M0";"RUB1";"0.01592"
"2018-04";"M0";"SEK100";"11.45645"
"2018-04";"M0";"TRY100";"23.8008"
"2018-04";"M0";"USD1";"0.96756"
"2018-04";"M0";"CAD1";"0.75949"
"2018-04";"M0";"ARS1";"1.1675"
"2018-04";"M0";"BRL100";"28.46353"
"2018-04";"M0";"MXN100";"5.26641"
"2018-04";"M0";"ZAR1";"0.08"
"2018-04";"M0";"JPY100";"0.89948"
"2018-04";"M0";"AUD1";"0.74355"
"2018-04";"M0";"CNY100";"15.37064"
"2018-04";"M0";"HKD100";"12.32817"
"2018-04";"M0";"KRW100";"0.09057"
"2018-04";"M0";"MYR100";"24.89409"
"2018-04";"M0";"NZD1";"0.70108"
"2018-04";"M0";"SGD1";"0.73544"
"2018-04";"M0";"THB100";"3.09016"
"2018-04";"M0";"XDR1";"1.40388"
"2018-04";"M0";"USD3M";"0.9598"
"2018-04";"M0";"USD6M";"0.9517"
"2018-05";"M0";"EUR1";"1.17862"
"2018-05";"M0";"GBP1";"1.34237"
"2018-05";"M0";"DKK100";"15.82485"
"2018-05";"M0";"NOK100";"12.30857"
"2018-05";"M0";"CZK100";"4.59836"
"2018-05";"M0";"HUF100";"0.37214"
"2018-05";"M0";"PLN100";"27.50724"
"2018-05";"M0";"RUB1";"0.01599"
"2018-05";"M0";"SEK100";"11.38375"
"2018-05";"M0";"TRY100";"22.49651"
"2018-05";"M0";"USD1";"0.99689"
"2018-05";"M0";"CAD1";"0.77479"
"2018-05";"M0";"ARS1";"0.04281"
"2018-05";"M0";"BRL100";"27.52074"
"2018-05";"M0";"MXN100";"5.10817"
"2018-05";"M0";"ZAR1";"0.07959"
"2018-05";"M0";"JPY100";"0.90923"
"2018-05";"M0";"AUD1";"0.75066"
"2018-05";"M0";"CNY100";"15.63992"
"2018-05";"M0";"HKD100";"12.70108"
"2018-05";"M0";"KRW100";"0.09259"
"2018-05";"M0";"MYR100";"25.16152"
"2018-05";"M0";"NZD1";"0.69306"
"2018-05";"M0";"SGD1";"0.74462"
"2018-05";"M0";"THB100";"3.11916"
"2018-05";"M0";"XDR1";"1.42031"
"2018-05";"M0";"USD3M";"0.9892"
"2018-05";"M0";"USD6M";"0.9808"
"2018-06";"M0";"EUR1";"1.15552"
"2018-06";"M0";"GBP1";"1.31505"
"2018-06";"M0";"DKK100";"15.51209"
"2018-06";"M0";"NOK100";"12.19559"
"2018-06";"M0";"CZK100";"4.48094"
"2018-06";"M0";"HUF100";"0.35812"
"2018-06";"M0";"PLN100";"26.84383"
"2018-06";"M0";"RUB1";"0.01576"
"2018-06";"M0";"SEK100";"11.24077"
"2018-06";"M0";"TRY100";"21.30499"
"2018-06";"M0";"USD1";"0.98954"
"2018-06";"M0";"CAD1";"0.75408"
"2018-06";"M0";"ARS1";"0.03744"
"2018-06";"M0";"BRL100";"26.20636"
"2018-06";"M0";"MXN100";"4.86494"
"2018-06";"M0";"ZAR1";"0.07443"
"2018-06";"M0";"JPY100";"0.89954"
"2018-06";"M0";"AUD1";"0.74179"
"2018-06";"M0";"CNY100";"15.30532"
"2018-06";"M0";"HKD100";"12.61"
"2018-06";"M0";"KRW100";"0.09047"
"2018-06";"M0";"MYR100";"24.74653"
"2018-06";"M0";"NZD1";"0.68706"
"2018-06";"M0";"SGD1";"0.73432"
"2018-06";"M0";"THB100";"3.04672"
"2018-06";"M0";"XDR1";"1.39998"
"2018-06";"M0";"USD3M";"0.9816"
"2018-06";"M0";"USD6M";"0.9733"
"2018-07";"M0";"EUR1";"1.16196"
"2018-07";"M0";"GBP1";"1.31"
"2018-07";"M0";"DKK100";"15.59219"
"2018-07";"M0";"NOK100";"12.2288"
"2018-07";"M0";"CZK100";"4.49362"
"2018-07";"M0";"HUF100";"0.35779"
"2018-07";"M0";"PLN100";"26.83988"
"2018-07";"M0";"RUB1";"0.01583"
"2018-07";"M0";"SEK100";"11.27253"
"2018-07";"M0";"TRY100";"20.86484"
"2018-07";"M0";"USD1";"0.99462"
"2018-07";"M0";"CAD1";"0.75667"
"2018-07";"M0";"ARS1";"0.03597"
"2018-07";"M0";"BRL100";"25.98102"
"2018-07";"M0";"MXN100";"5.22112"
"2018-07";"M0";"ZAR1";"0.07412"
"2018-07";"M0";"JPY100";"0.89219"
"2018-07";"M0";"AUD1";"0.73598"
"2018-07";"M0";"CNY100";"14.80734"
"2018-07";"M0";"HKD100";"12.67386"
"2018-07";"M0";"KRW100";"0.08857"
"2018-07";"M0";"MYR100";"24.55318"
"2018-07";"M0";"NZD1";"0.67503"
"2018-07";"M0";"SGD1";"0.72964"
"2018-07";"M0";"THB100";"2.98785"
"2018-07";"M0";"XDR1";"1.39773"
"2018-07";"M0";"USD3M";"0.9868"
"2018-07";"M0";"USD6M";"0.978"
"2018-08";"M0";"EUR1";"1.14049"
"2018-08";"M0";"GBP1";"1.27171"
"2018-08";"M0";"DKK100";"15.29694"
"2018-08";"M0";"NOK100";"11.85617"
"2018-08";"M0";"CZK100";"4.43934"
"2018-08";"M0";"HUF100";"0.35306"
"2018-08";"M0";"PLN100";"26.59927"
"2018-08";"M0";"RUB1";"0.01488"
"2018-08";"M0";"SEK100";"10.8971"
"2018-08";"M0";"TRY100";"16.73794"
"2018-08";"M0";"USD1";"0.98857"
"2018-08";"M0";"CAD1";"0.758"
"2018-08";"M0";"ARS1";"0.03343"
"2018-08";"M0";"BRL100";"25.22432"
"2018-08";"M0";"MXN100";"5.24331"
"2018-08";"M0";"ZAR1";"0.07013"
"2018-08";"M0";"JPY100";"0.8905"
"2018-08";"M0";"AUD1";"0.72383"
"2018-08";"M0";"CNY100";"14.42599"
"2018-08";"M0";"HKD100";"12.59374"
"2018-08";"M0";"KRW100";"0.08814"
"2018-08";"M0";"MYR100";"24.14593"
"2018-08";"M0";"NZD1";"0.65856"
"2018-08";"M0";"SGD1";"0.72194"
"2018-08";"M0";"THB100";"2.99291"
"2018-08";"M0";"XDR1";"1.37825"
"2018-08";"M0";"USD3M";"0.9808"
"2018-08";"M0";"USD6M";"0.972"
"2018-09";"M0";"EUR1";"1.12882"
"2018-09";"M0";"GBP1";"1.26337"
"2018-09";"M0";"DKK100";"15.13567"
"2018-09";"M0";"NOK100";"11.7262"
"2018-09";"M0";"CZK100";"4.40765"
"2018-09";"M0";"HUF100";"0.3475"
"2018-09";"M0";"PLN100";"26.24427"
"2018-09";"M0";"RUB1";"0.01431"
"2018-09";"M0";"SEK100";"10.80495"
"2018-09";"M0";"TRY100";"15.26578"
"2018-09";"M0";"USD1";"0.9679"
"2018-09";"M0";"CAD1";"0.74217"
"2018-09";"M0";"ARS1";"0.02522"
"2018-09";"M0";"BRL100";"23.56711"
"2018-09";"M0";"MXN100";"5.08626"
"2018-09";"M0";"ZAR1";"0.06559"
"2018-09";"M0";"JPY100";"0.86454"
"2018-09";"M0";"AUD1";"0.69717"
"2018-09";"M0";"CNY100";"14.11727"
"2018-09";"M0";"HKD100";"12.34888"
"2018-09";"M0";"KRW100";"0.08642"
"2018-09";"M0";"MYR100";"23.37661"
"2018-09";"M0";"NZD1";"0.63857"
"2018-09";"M0";"SGD1";"0.7059"
"2018-09";"M0";"THB100";"2.96879"
"2018-09";"M0";"XDR1";"1.35551"
"2018-09";"M0";"USD3M";"0.96"
"2018-09";"M0";"USD6M";"0.9512"
"2018-10";"M0";"EUR1";"1.14121"
"2018-10";"M0";"GBP1";"1.29296"
"2018-10";"M0";"DKK100";"15.29852"
"2018-10";"M0";"NOK100";"12.03523"
"2018-10";"M0";"CZK100";"4.41849"
"2018-10";"M0";"HUF100";"0.35232"
"2018-10";"M0";"PLN100";"26.50748"
"2018-10";"M0";"RUB1";"0.01509"
"2018-10";"M0";"SEK100";"10.99274"
"2018-10";"M0";"TRY100";"17.03515"
"2018-10";"M0";"USD1";"0.99346"
"2018-10";"M0";"CAD1";"0.76391"
"2018-10";"M0";"ARS1";"0.02668"
"2018-10";"M0";"BRL100";"26.31704"
"2018-10";"M0";"MXN100";"5.18804"
"2018-10";"M0";"ZAR1";"0.06853"
"2018-10";"M0";"JPY100";"0.8807"
"2018-10";"M0";"AUD1";"0.7058"
"2018-10";"M0";"CNY100";"14.35271"
"2018-10";"M0";"HKD100";"12.67509"
"2018-10";"M0";"KRW100";"0.08775"
"2018-10";"M0";"MYR100";"23.88884"
"2018-10";"M0";"NZD1";"0.64876"
"2018-10";"M0";"SGD1";"0.72007"
"2018-10";"M0";"THB100";"3.03043"
"2018-10";"M0";"XDR1";"1.38243"
"2018-10";"M0";"USD3M";"0.9843"
"2018-10";"M0";"USD6M";"0.9755"
"2018-11";"M0";"EUR1";"1.13746"
"2018-11";"M0";"GBP1";"1.29055"
"2018-11";"M0";"DKK100";"15.24531"
"2018-11";"M0";"NOK100";"11.81303"
"2018-11";"M0";"CZK100";"4.38578"
"2018-11";"M0";"HUF100";"0.35286"
"2018-11";"M0";"PLN100";"26.4335"
"2018-11";"M0";"RUB1";"0.01507"
"2018-11";"M0";"SEK100";"11.04743"
"2018-11";"M0";"TRY100";"18.65889"
"2018-11";"M0";"USD1";"1.00105"
"2018-11";"M0";"CAD1";"0.7587"
"2018-11";"M0";"ARS1";"0.02753"
"2018-11";"M0";"BRL100";"26.4802"
"2018-11";"M0";"MXN100";"4.9477"
"2018-11";"M0";"ZAR1";"0.07098"
"2018-11";"M0";"JPY100";"0.88351"
"2018-11";"M0";"AUD1";"0.72545"
"2018-11";"M0";"CNY100";"14.4246"
"2018-11";"M0";"HKD100";"12.78563"
"2018-11";"M0";"KRW100";"0.08879"
"2018-11";"M0";"MYR100";"23.91752"
"2018-11";"M0";"NZD1";"0.67794"
"2018-11";"M0";"SGD1";"0.7278"
"2018-11";"M0";"THB100";"3.03651"
"2018-11";"M0";"XDR1";"1.38595"
"2018-11";"M0";"USD3M";"0.9915"
"2018-11";"M0";"USD6M";"0.9826"
"2018-12";"M0";"EUR1";"1.12961"
"2018-12";"M0";"GBP1";"1.25792"
"2018-12";"M0";"DKK100";"15.13215"
"2018-12";"M0";"NOK100";"11.5257"
"2018-12";"M0";"CZK100";"4.37203"
"2018-12";"M0";"HUF100";"0.35003"
"2018-12";"M0";"PLN100";"26.32943"
"2018-12";"M0";"RUB1";"0.01476"
"2018-12";"M0";"SEK100";"10.99179"
"2018-12";"M0";"TRY100";"18.64053"
"2018-12";"M0";"USD1";"0.99231"
"2018-12";"M0";"CAD1";"0.7395"
"2018-12";"M0";"ARS1";"0.02621"
"2018-12";"M0";"BRL100";"25.53979"
"2018-12";"M0";"MXN100";"4.9318"
"2018-12";"M0";"ZAR1";"0.06985"
"2018-12";"M0";"JPY100";"0.88342"
"2018-12";"M0";"AUD1";"0.71304"
"2018-12";"M0";"CNY100";"14.41024"
"2018-12";"M0";"HKD100";"12.68946"
"2018-12";"M0";"KRW100";"0.08844"
"2018-12";"M0";"MYR100";"23.79429"
"2018-12";"M0";"NZD1";"0.67766"
"2018-12";"M0";"SGD1";"0.7243"
"2018-12";"M0";"THB100";"3.03376"
"2018-12";"M0";"XDR1";"1.37306"
"2018-12";"M0";"USD3M";"0.983"
"2018-12";"M0";"USD6M";"0.9741"
"2019-01";"M0";"EUR1";"1.12959"
"2019-01";"M0";"GBP1";"1.27585"
"2019-01";"M0";"DKK100";"15.13067"
"2019-01";"M0";"NOK100";"11.57456"
"2019-01";"M0";"CZK100";"4.40536"
"2019-01";"M0";"HUF100";"0.35315"
"2019-01";"M0";"PLN100";"26.30421"
"2019-01";"M0";"RUB1";"0.01482"
"2019-01";"M0";"SEK100";"10.9987"
"2019-01";"M0";"TRY100";"18.40345"
"2019-01";"M0";"USD1";"0.9892"
"2019-01";"M0";"CAD1";"0.74409"
"2019-01";"M0";"ARS1";"0.02643"
"2019-01";"M0";"BRL100";"26.46126"
"2019-01";"M0";"MXN100";"5.15858"
"2019-01";"M0";"ZAR1";"0.07148"
"2019-01";"M0";"JPY100";"0.90838"
"2019-01";"M0";"AUD1";"0.70746"
"2019-01";"M0";"CNY100";"14.58121"
"2019-01";"M0";"HKD100";"12.61306"
"2019-01";"M0";"KRW100";"0.08818"
"2019-01";"M0";"MYR100";"24.03215"
"2019-01";"M0";"NZD1";"0.6705"
"2019-01";"M0";"SGD1";"0.7294"
"2019-01";"M0";"THB100";"3.1117"
"2019-01";"M0";"XDR1";"1.37927"
"2019-01";"M0";"USD3M";"0.98"
"2019-01";"M0";"USD6M";"0.9714"
"2019-02";"M0";"EUR1";"1.1366"
"2019-02";"M0";"GBP1";"1.30204"
"2019-02";"M0";"DKK100";"15.23041"
"2019-02";"M0";"NOK100";"11.66234"
"2019-02";"M0";"CZK100";"4.4181"
"2019-02";"M0";"HUF100";"0.35734"
"2019-02";"M0";"PLN100";"26.32435"
"2019-02";"M0";"RUB1";"0.01521"
"2019-02";"M0";"SEK100";"10.82993"
"2019-02";"M0";"TRY100";"18.97608"
"2019-02";"M0";"USD1";"1.00153"
"2019-02";"M0";"CAD1";"0.75827"
"2019-02";"M0";"ARS1";"0.02616"
"2019-02";"M0";"BRL100";"26.9361"
"2019-02";"M0";"MXN100";"5.21992"
"2019-02";"M0";"ZAR1";"0.07256"
"2019-02";"M0";"JPY100";"0.90737"
"2019-02";"M0";"AUD1";"0.71491"
"2019-02";"M0";"CNY100";"14.86124"
"2019-02";"M0";"HKD100";"12.76182"
"2019-02";"M0";"KRW100";"0.08917"
"2019-02";"M0";"MYR100";"24.55299"
"2019-02";"M0";"NZD1";"0.68435"
"2019-02";"M0";"SGD1";"0.73977"
"2019-02";"M0";"THB100";"3.19915"
"2019-02";"M0";"XDR1";"1.3939"
"2019-02";"M0";"USD3M";"0.9929"
"2019-02";"M0";"USD6M";"0.9842"
"2019-03";"M0";"EUR1";"1.13145"
"2019-03";"M0";"GBP1";"1.31835"
"2019-03";"M0";"DKK100";"15.16202"
"2019-03";"M0";"NOK100";"11.64094"
"2019-03";"M0";"CZK100";"4.40732"
"2019-03";"M0";"HUF100";"0.35821"
"2019-03";"M0";"PLN100";"26.32191"
"2019-03";"M0";"RUB1";"0.01537"
"2019-03";"M0";"SEK100";"10.77495"
"2019-03";"M0";"TRY100";"18.29063"
"2019-03";"M0";"USD1";"1.00062"
"2019-03";"M0";"CAD1";"0.74903"
"2019-03";"M0";"ARS1";"0.02434"
"2019-03";"M0";"BRL100";"26.11411"
"2019-03";"M0";"MXN100";"5.20299"
"2019-03";"M0";"ZAR1";"0.06963"
"2019-03";"M0";"JPY100";"0.89986"
"2019-03";"M0";"AUD1";"0.70863"
"2019-03";"M0";"CNY100";"14.90908"
"2019-03";"M0";"HKD100";"12.74765"
"2019-03";"M0";"KRW100";"0.08843"
"2019-03";"M0";"MYR100";"24.53106"
"2019-03";"M0";"NZD1";"0.68367"
"2019-03";"M0";"SGD1";"0.73896"
"2019-03";"M0";"THB100";"3.15437"
"2019-03";"M0";"XDR1";"1.3919"
"2019-03";"M0";"USD3M";"0.992"
"2019-03";"M0";"USD6M";"0.9834"
"2019-04";"M0";"EUR1";"1.13157"
"2019-04";"M0";"GBP1";"1.31258"
"2019-04";"M0";"DKK100";"15.1587"
"2019-04";"M0";"NOK100";"11.75357"
"2019-04";"M0";"CZK100";"4.40673"
"2019-04";"M0";"HUF100";"0.35232"
"2019-04";"M0";"PLN100";"26.38761"
"2019-04";"M0";"RUB1";"0.01557"
"2019-04";"M0";"SEK100";"10.79728"
"2019-04";"M0";"TRY100";"17.4621"
"2019-04";"M0";"USD1";"1.00654"
"2019-04";"M0";"CAD1";"0.75244"
"2019-04";"M0";"ARS1";"0.02341"
"2019-04";"M0";"BRL100";"25.84738"
"2019-04";"M0";"MXN100";"5.29991"
"2019-04";"M0";"ZAR1";"0.07112"
"2019-04";"M0";"JPY100";"0.90186"
"2019-04";"M0";"AUD1";"0.7159"
"2019-04";"M0";"CNY100";"14.98483"
"2019-04";"M0";"HKD100";"12.83025"
"2019-04";"M0";"KRW100";"0.08805"
"2019-04";"M0";"MYR100";"24.47243"
"2019-04";"M0";"NZD1";"0.67682"
"2019-04";"M0";"SGD1";"0.74233"
"2019-04";"M0";"THB100";"3.16023"
"2019-04";"M0";"XDR1";"1.39802"
"2019-04";"M0";"USD3M";"0.9985"
"2019-04";"M0";"USD6M";"0.9899"
"2019-05";"M0";"EUR1";"1.13077"
"2019-05";"M0";"GBP1";"1.29894"
"2019-05";"M0";"DKK100";"15.14356"
"2019-05";"M0";"NOK100";"11.56228"
"2019-05";"M0";"CZK100";"4.38903"
